Year;"NCM Code";"NCM Description";Country;State;"Economic Block";Via;URF;"US$ FOB";"Net Weight";Quantity
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Rio Grande do Sul";"Southern Common Market (MERCOSUL)";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";3243445;2175099;2176352
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Rio Grande do Sul";"South America";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";3243445;2175099;2176352
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Uruguay;"Rio Grande do Sul";"Southern Common Market (MERCOSUL)";RODOVIARIA;"1010351 - IRF SANTANA DO LIVRAMENTO";383110;305346;304341
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Uruguay;"Rio Grande do Sul";"South America";RODOVIARIA;"1010351 - IRF SANTANA DO LIVRAMENTO";383110;305346;304341
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"São Paulo";"South America";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";344475;233922;238995
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"São Paulo";"Southern Common Market (MERCOSUL)";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";344475;233922;238995
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Haiti;"Rio Grande do Sul";"Central America and Caribbean";MARITIMA;"1017700 - PORTO DE RIO GRANDE";233811;154395;155034
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Venezuela;"Rio Grande do Sul";"South America";RODOVIARIA;"0260151 - PACARAIMA";163280;105750;105750
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United States";"Rio Grande do Sul";"North America";MARITIMA;"1017700 - PORTO DE RIO GRANDE";155125;85388;85388
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Haiti;"Rio Grande do Sul";"Central America and Caribbean";MARITIMA;"0927800 - ITAJAI";112028;76860;76860
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;Paraná;"South America";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";82056;45578;27731
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;Paraná;"Southern Common Market (MERCOSUL)";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";82056;45578;27731
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";China;Pernambuco;"Asia (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";75341;39155;21150
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Rio Grande do Sul";"South America";RODOVIARIA;"0147800 - ALF - PONTA PORÃ";54982;34200;34200
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Rio Grande do Sul";"Southern Common Market (MERCOSUL)";RODOVIARIA;"0147800 - ALF - PONTA PORÃ";54982;34200;34200
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Peru;"Rio Grande do Sul";"South America";MARITIMA;"1017700 - PORTO DE RIO GRANDE";45752;28890;28878
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Peru;"Rio Grande do Sul";"Andean Community";MARITIMA;"1017700 - PORTO DE RIO GRANDE";45752;28890;28878
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Guyana;"Rio Grande do Sul";"South America";MARITIMA;"1017700 - PORTO DE RIO GRANDE";40134;16641;15849
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Canada;"Rio Grande do Sul";"North America";MARITIMA;"1017700 - PORTO DE RIO GRANDE";37196;10863;10863
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Haiti;"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";37180;22950;22851
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Rio Grande do Sul";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";30341;2953;3033
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Switzerland;"Rio Grande do Sul";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";28270;2343;1881
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Democratic Republic of the Congo";"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";26600;17100;17100
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Espírito Santo";"Southern Common Market (MERCOSUL)";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";26180;3927;5236
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Espírito Santo";"South America";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";26180;3927;5236
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Togo;"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";25235;14550;14550
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bolivia;"Rio Grande do Sul";"Andean Community";RODOVIARIA;"0147600 - ALF - CORUMBÁ";24808;15697;13936
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bolivia;"Rio Grande do Sul";"South America";RODOVIARIA;"0147600 - ALF - CORUMBÁ";24808;15697;13936
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Rio Grande do Sul";Europe;MARITIMA;"1017700 - PORTO DE RIO GRANDE";24106;2781;2696
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Sierra Leone";"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";23958;13733;13733
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Italy;"São Paulo";"European Union (EU)";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";21610;1684;1688
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Italy;"São Paulo";Europe;MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";21610;1684;1688
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Japan;"Rio Grande do Sul";"Asia (minus MIDDLE EAST)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";21355;10418;10418
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Argentina;"Rio de Janeiro";"South America";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";19513;2016;2016
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Argentina;"Rio de Janeiro";"Southern Common Market (MERCOSUL)";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";19513;2016;2016
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Haiti;"Santa Catarina";"Central America and Caribbean";MARITIMA;"0927800 - ITAJAI";17761;9181;16470
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"Rio de Janeiro";"Central America and Caribbean";MARITIMA;"0927800 - ITAJAI";16917;3495;2655
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Ghana;"Rio Grande do Sul";"Africa (minus MIDDLE EAST)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";16394;1826;1826
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Argentina;"Rio de Janeiro";"South America";MARITIMA;"0817800 - PORTO DE SANTOS";16181;2511;2511
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Argentina;"Rio de Janeiro";"Southern Common Market (MERCOSUL)";MARITIMA;"0817800 - PORTO DE SANTOS";16181;2511;2511
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";China;"Rio Grande do Sul";"Asia (minus MIDDLE EAST)";MARITIMA;"0927800 - ITAJAI";16180;8083;8105
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Denmark;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";14727;1688;1688
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Denmark;"Rio Grande do Sul";Europe;MARITIMA;"1017700 - PORTO DE RIO GRANDE";14727;1688;1688
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Curaçao;"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";14009;9785;9785
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"Rio Grande do Sul";"Asia (minus MIDDLE EAST)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";12961;1980;1980
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";11724;1328;1303
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"São Paulo";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";11724;1328;1303
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Uruguay;Paraná;"South America";RODOVIARIA;"1010351 - IRF SANTANA DO LIVRAMENTO";11261;3144;1962
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Uruguay;Paraná;"Southern Common Market (MERCOSUL)";RODOVIARIA;"1010351 - IRF SANTANA DO LIVRAMENTO";11261;3144;1962
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";China;"Rio Grande do Sul";"Asia (minus MIDDLE EAST)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";10875;6658;5655
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"0917800 - PORTO DE PARANAGUA";9631;1305;1305
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"Rio Grande do Sul";Europe;MARITIMA;"0917800 - PORTO DE PARANAGUA";9631;1305;1305
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"São Paulo";"Central America and Caribbean";MARITIMA;"0927800 - ITAJAI";6662;920;900
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";6652;1359;1163
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";Maranhão;"Asia (minus MIDDLE EAST)";MARITIMA;"0317903 - IRF SAO LUIS";6252;1349;1332
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"São Paulo";"Asia (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";6195;887;898
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Curaçao;"Rio Grande do Sul";"Central America and Caribbean";MARITIMA;"1017700 - PORTO DE RIO GRANDE";5631;968;968
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Arab Emirates";"Rio Grande do Sul";"Middle East";MARITIMA;"0817800 - PORTO DE SANTOS";5613;1148;1148
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Não Declarada";Europe;AEREA;"0517801 - IRF - AEROPORTO INTERNACIONAL DE SALVADOR";5367;310;310
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Não Declarada";"European Union (EU)";AEREA;"0517801 - IRF - AEROPORTO INTERNACIONAL DE SALVADOR";5367;310;310
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Canada;"Rio Grande do Sul";"North America";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";4979;675;675
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bolivia;Paraná;"Andean Community";RODOVIARIA;"0147600 - ALF - CORUMBÁ";4935;2449;4192
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bolivia;Paraná;"South America";RODOVIARIA;"0147600 - ALF - CORUMBÁ";4935;2449;4192
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";Maranhão;Oceania;MARITIMA;"0317903 - IRF SAO LUIS";4903;594;577
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Ghana;"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";4846;3060;3060
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Netherlands;"Não Declarada";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";4543;2084;2084
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Netherlands;"Não Declarada";"European Union (EU)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";4543;2084;2084
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";4543;990;990
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"Rio Grande do Sul";Europe;MARITIMA;"1017700 - PORTO DE RIO GRANDE";4543;990;990
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"São Paulo";Oceania;MARITIMA;"0817800 - PORTO DE SANTOS";4515;926;871
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"São Paulo";"Asia (minus MIDDLE EAST)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";4456;1980;1980
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";France;"Rio Grande do Sul";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";4130;927;927
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";France;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";4130;927;927
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";China;"São Paulo";"Asia (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";3916;737;515
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"Não Declarada";"European Union (EU)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";3501;296;296
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"Não Declarada";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";3501;296;296
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";3381;778;747
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"Espírito Santo";"Asia (minus MIDDLE EAST)";MARITIMA;"0727600 - PORTO DE VITORIA";3258;422;417
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Rio Grande do Sul";Europe;AEREA;"0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO";2907;135;135
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"São Paulo";"European Union (EU)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";2830;405;427
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"São Paulo";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";2830;405;427
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Espírito Santo";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0727600 - PORTO DE VITORIA";2722;175;176
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Espírito Santo";"Asia (minus MIDDLE EAST)";MARITIMA;"0727600 - PORTO DE VITORIA";2722;175;176
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";2593;778;778
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;Maranhão;"Africa (minus MIDDLE EAST)";MARITIMA;"0317903 - IRF SAO LUIS";2583;741;741
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;Maranhão;"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0317903 - IRF SAO LUIS";2455;528;514
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;Maranhão;"Asia (minus MIDDLE EAST)";MARITIMA;"0317903 - IRF SAO LUIS";2455;528;514
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Italy;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";2280;450;450
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Italy;"Rio Grande do Sul";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";2280;450;450
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Minas Gerais";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";2265;118;58
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"Rio Grande do Sul";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";2160;360;360
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";2160;360;360
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";China;"Espírito Santo";"Asia (minus MIDDLE EAST)";MARITIMA;"0727600 - PORTO DE VITORIA";2104;215;222
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;Maranhão;"Central America and Caribbean";MARITIMA;"0317903 - IRF SAO LUIS";2095;477;478
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;Paraná;"Africa (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";1950;816;702
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Espírito Santo";Oceania;MARITIMA;"0727600 - PORTO DE VITORIA";1827;298;308
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;"Rio Grande do Sul";"European Union (EU)";AEREA;"0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS";1773;36;36
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;"Rio Grande do Sul";Europe;AEREA;"0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS";1773;36;36
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Santa Catarina";"Southern Common Market (MERCOSUL)";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";1568;1770;1770
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Paraguay;"Santa Catarina";"South America";RODOVIARIA;"0917500 - ALF - FOZ DO IGUAÇU";1568;1770;1770
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United States";"Rio de Janeiro";"North America";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";1546;240;240
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"São Paulo";"Central America and Caribbean";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";1495;185;180
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"São Paulo";"Asia (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";1484;335;311
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"São Paulo";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0817800 - PORTO DE SANTOS";1484;335;311
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Espírito Santo";"Africa (minus MIDDLE EAST)";MARITIMA;"0727600 - PORTO DE VITORIA";1352;209;219
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;"Minas Gerais";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";1327;92;63
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;"Minas Gerais";"European Union (EU)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";1327;92;63
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";Paraná;Oceania;MARITIMA;"0917800 - PORTO DE PARANAGUA";1293;781;482
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";Paraná;"Asia (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";1289;478;458
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Colombia;"Rio Grande do Sul";"Andean Community";MARITIMA;"0817800 - PORTO DE SANTOS";1259;450;756
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Colombia;"Rio Grande do Sul";"South America";MARITIMA;"0817800 - PORTO DE SANTOS";1259;450;756
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"Espírito Santo";"Central America and Caribbean";MARITIMA;"0727600 - PORTO DE VITORIA";1210;205;208
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Cayman Islands";"São Paulo";"Central America and Caribbean";MARITIMA;"0917800 - PORTO DE PARANAGUA";1056;168;150
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Rio Grande do Sul";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";1044;120;120
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;"São Paulo";"European Union (EU)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";995;36;36
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;"São Paulo";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";995;36;36
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Santa Catarina";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";966;27;15
2023;22042910;"Wine in containers larger than 10 liters";Panama;"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";940;183;142
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Rio Grande do Sul";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";916;189;189
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Rio Grande do Sul";"Asia (minus MIDDLE EAST)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";916;189;189
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;Paraná;"Central America and Caribbean";MARITIMA;"0917800 - PORTO DE PARANAGUA";893;285;216
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";Bahia;Europe;MARITIMA;"0517800 - ALF - SALVADOR";876;120;120
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahrein;"São Paulo";"Middle East";MARITIMA;"0817800 - PORTO DE SANTOS";867;158;144
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";Paraná;Europe;MARITIMA;"0917800 - PORTO DE PARANAGUA";848;210;210
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Ecuador;"Rio Grande do Sul";"South America";MARITIMA;"1017700 - PORTO DE RIO GRANDE";840;540;540
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Ecuador;"Rio Grande do Sul";"Andean Community";MARITIMA;"1017700 - PORTO DE RIO GRANDE";840;540;540
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Isle of Man";Maranhão;"European Union (EU)";MARITIMA;"0317903 - IRF SAO LUIS";820;112;112
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Isle of Man";Maranhão;Europe;MARITIMA;"0317903 - IRF SAO LUIS";820;112;112
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Rio Grande do Sul";Oceania;MARITIMA;"1017700 - PORTO DE RIO GRANDE";808;204;204
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Australia;"Rio Grande do Sul";Oceania;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";807;540;540
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Minas Gerais";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";753;150;150
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Rio de Janeiro";"Africa (minus MIDDLE EAST)";MARITIMA;"0717800 - PORTO DE ITAGUAI";730;216;137
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Rio Grande do Sul";"Africa (minus MIDDLE EAST)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";720;257;257
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"Santa Catarina";"Asia (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";706;238;242
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Rio Grande do Sul";"Asia (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";706;63;63
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Rio Grande do Sul";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0817800 - PORTO DE SANTOS";706;63;63
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Antigua and Barbuda";"Rio de Janeiro";"Central America and Caribbean";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";687;135;144
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahamas;"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";667;106;111
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United States";"Rio de Janeiro";"North America";AEREA;"0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO";655;5;5
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"Rio Grande do Sul";"Central America and Caribbean";MARITIMA;"1017700 - PORTO DE RIO GRANDE";646;179;180
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Cayman Islands";"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";627;91;90
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Rio de Janeiro";Oceania;MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";603;66;66
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";571;98;89
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"São Paulo";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";571;98;89
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Rio de Janeiro";Oceania;MARITIMA;"0717800 - PORTO DE ITAGUAI";542;101;106
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"São Paulo";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";516;54;32
2023;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Santa Catarina";"Africa (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";499;172;135
